Customer ID,TotalInvoices,TotalQuantity,TotalPrice,AvgItemsPerOrder
13814,5,1211,2239.07,242.2
13815,10,5358,7285.79,535.8
13816,4,260,555.04,65.0
13817,2,211,382.98,105.5
13818,1,60,61.28,60.0
13819,7,2302,2631.1,328.85714285714283
13820,5,282,632.5,56.4
13821,7,471,1355.38,67.28571428571429
13822,2,611,632.0,305.5
13823,8,1560,3358.55,195.0
13824,14,1434,3273.36,102.42857142857143
13825,2,182,255.59,91.0
13826,2,80,174.65,40.0
13827,3,138,409.8,46.0
13828,1,311,209.49,311.0
13829,2,0,0.0,0.0
13830,2,45,135.95000000000002,22.5
13831,20,2389,6571.14,119.45
13832,3,417,598.64,139.0
13833,2,243,700.41,121.5
13834,3,214,247.89000000000001,71.33333333333333
13835,8,513,1044.82,64.125
13836,3,270,602.52,90.0
13837,2,182,266.59000000000003,91.0
13838,10,694,1690.07,69.4
13839,1,25,139.95000000000002,25.0
13840,1,358,651.4,358.0
13841,1,100,85.0,100.0
13842,19,2709,5294.39,142.57894736842104
13843,1,145,319.75,145.0
13844,1,196,361.62,196.0
13845,1,182,312.98,182.0
13846,5,700,1290.34,140.0
13847,1,96,310.72,96.0
13848,8,9200,3015.0,1150.0
13849,6,1881,3443.8,313.5
13850,2,941,1586.81,470.5
13851,9,2519,4516.76,279.8888888888889
13852,2,79,170.45000000000002,39.5
13853,2,304,1056.94,152.0
13854,45,3621,11848.81,80.46666666666667
13855,5,561,1253.94,112.2
13856,15,1086,1058.88,72.4
13857,7,780,997.11,111.42857142857143
13858,1,75,216.17000000000002,75.0
13859,2,167,515.86,83.5
13860,6,589,1240.0,98.16666666666667
13861,3,220,251.31,73.33333333333333
13862,11,1921,2534.04,174.63636363636363
13863,6,546,1217.63,91.0
13864,1,192,662.4000000000001,192.0
13865,4,204,501.56,51.0
13866,1,57,145.67,57.0
13867,3,501,1005.09,167.0
13868,2,1964,3192.54,982.0
13869,10,4302,7996.87,430.2
13870,18,3443,5689.84,191.27777777777777
13871,21,3462,7804.95,164.85714285714286
13872,6,332,891.32,55.333333333333336
13873,9,470,1031.02,52.22222222222222
13874,10,851,1989.2,85.1
13875,14,3072,4814.37,219.42857142857142
13876,1,36,122.7,36.0
13877,5,475,446.33,95.0
13878,4,927,2416.9,231.75
13879,1,204,395.5,204.0
13880,17,2535,4293.86,149.11764705882354
13881,51,29446,44392.5,577.3725490196078
13882,6,950,1131.28,158.33333333333334
13883,26,3493,6342.74,134.34615384615384
13884,14,745,1788.93,53.214285714285715
13885,2,182,506.8,91.0
13886,1,126,243.56,126.0
13887,1,147,349.55,147.0
13888,7,795,2001.5900000000001,113.57142857142857
13889,8,947,1855.73,118.375
13890,22,1365,2858.73,62.04545454545455
13891,3,476,859.21,158.66666666666666
13892,6,3125,1267.65,520.8333333333334
13893,1,190,821.1,190.0
13894,5,339,535.97,67.8
13895,8,2058,3923.62,257.25
13896,1,149,388.55,149.0
13897,3,820,1160.72,273.3333333333333
13898,2,544,686.4,272.0
13899,2,156,388.52,78.0
13900,7,936,1608.0900000000001,133.71428571428572
13901,20,3326,5599.34,166.3
13902,8,218090,30411.26,27261.25
13903,1,103,165.45000000000002,103.0
13904,2,332,332.64,166.0
13905,3,124,244.45,41.333333333333336
13906,1,100,42.0,100.0
13907,1,68,136.8,68.0
13908,5,1470,2347.05,294.0
13909,2,301,282.85,150.5
13910,1,-1,-127.66,-1.0
13911,22,4476,4200.04,203.45454545454547
13912,1,29,124.95,29.0
13913,1,10,42.22,10.0
13914,3,379,613.95,126.33333333333333
13915,2,16,31.200000000000003,8.0
13916,5,667,1260.51,133.4
13917,2,228,272.04,114.0
13918,2,1140,1212.8400000000001,570.0
13919,5,1096,1326.03,219.2
13920,5,1768,1734.8799999999999,353.6
13921,5,209,720.75,41.8
13922,5,453,824.7,90.6
13923,1,185,351.13,185.0
13924,11,1532,1682.08,139.27272727272728
13925,6,327,616.65,54.5
13926,1,104,223.85000000000002,104.0
13927,3,457,689.96,152.33333333333334
13928,4,129,464.57,32.25
13929,14,1550,3318.1,110.71428571428571
13930,2,274,337.34,137.0
13931,12,3484,5250.78,290.3333333333333
13932,1,72,307.4,72.0
13933,2,205,608.79,102.5
13934,1,390,922.1,390.0
13935,3,2252,6116.92,750.6666666666666
13936,4,655,924.36,163.75
13937,3,586,867.38,195.33333333333334
13938,1,70,71.66,70.0
13939,10,1600,1533.66,160.0
13940,4,516,839.14,129.0
13941,17,4725,9826.630000000001,277.94117647058823
13942,1,1000,320.0,1000.0
13943,1,94,246.54000000000002,94.0
13944,1,153,200.43,153.0
13945,2,413,854.1500000000001,206.5
13946,7,2823,1745.43,403.2857142857143
13947,1,44,90.60000000000001,44.0
13948,5,246,536.86,49.2
13949,6,2474,2427.32,412.3333333333333
13950,5,321,728.5600000000001,64.2
13951,3,459,674.45,153.0
13952,17,5938,12790.891,349.29411764705884
13953,12,5224,6640.68,435.3333333333333
13954,3,141,378.59,47.0
13955,3,272,544.0699999999999,90.66666666666667
13956,5,486,1019.27,97.2
13957,3,157,458.25,52.333333333333336
13958,12,2215,4504.78,184.58333333333334
13959,6,694,1064.77,115.66666666666667
13960,2,142,230.22,71.0
13961,2,222,498.70000000000005,111.0
13962,3,160,362.8,53.333333333333336
13963,18,2000,2748.32,111.11111111111111
13964,3,226,421.9,75.33333333333333
13965,5,402,777.6600000000001,80.4
13966,1,760,384.26,760.0
13967,2,66,166.3,33.0
13968,1,174,123.66,174.0
13969,39,6578,12820.36,168.66666666666666
13970,2,469,846.55,234.5
13971,18,3052,4593.83,169.55555555555554
13972,2,187,190.25,93.5
13973,1,109,264.7,109.0
13974,4,354,663.52,88.5
13975,14,3876,5224.85,276.85714285714283
13976,4,452,1192.3600000000001,113.0
13977,1,303,519.8100000000001,303.0
13978,2,315,196.79,157.5
13979,11,2252,3290.53,204.72727272727272
13980,9,457,722.02,50.77777777777778
13981,2,233,327.39,116.5
13982,13,2466,3927.49,189.69230769230768
13983,30,3811,6638.85,127.03333333333333
13984,13,893,1461.32,68.6923076923077
13985,24,4927,9982.31,205.29166666666666
13986,1,430,320.46,430.0
13987,2,492,682.54,246.0
13988,11,3366,4708.64,306.0
13989,5,2207,2026.06,441.4
13990,1,190,311.3,190.0
13991,7,993,847.54,141.85714285714286
13992,3,154,219.5,51.333333333333336
13993,24,2120,6690.360000000001,88.33333333333333
13994,6,932,2274.14,155.33333333333334
13995,18,2324,3836.26,129.11111111111111
13996,2,613,895.76,306.5
13997,3,143,376.46,47.666666666666664
13998,3,204,566.7,68.0
13999,36,5023,9438.01,139.52777777777777
14000,8,1811,1877.59,226.375
14001,10,1776,4216.1,177.6
14002,2,877,529.73,438.5
14003,1,149,209.41,149.0
14004,11,3425,6258.45,311.3636363636364
14005,5,2478,2874.72,495.6
14006,7,2181,2196.67,311.57142857142856
14007,1,16,79.48,16.0
14008,2,320,493.74,160.0
14009,4,947,1090.23,236.75
14010,3,128,288.1,42.666666666666664
14011,3,642,451.92,214.0
14012,1,160,328.8,160.0
14013,6,766,1006.22,127.66666666666667
14014,3,2004,1948.21,668.0
14015,1,378,917.34,378.0
14016,13,5720,11379.710000000001,440.0
14017,1,73,229.75,73.0
14018,1,224,367.15,224.0
14019,4,1034,1398.96,258.5
14020,5,641,1213.26,128.2
14021,7,878,1716.58,125.42857142857143
14022,2,681,792.15,340.5
14023,2,345,584.07,172.5
14024,3,238,645.74,79.33333333333333
14025,10,1898,3969.1,189.8
14026,2,427,713.11,213.5
14027,1,62,104.82,62.0
14028,5,4679,3175.5,935.8
14029,2,198,467.66,99.0
14030,22,4161,7405.1,189.13636363636363
14031,55,13234,36048.26,240.61818181818182
14032,25,3703,4482.21,148.12
14033,1,576,109.44,576.0
14034,4,312,509.09,78.0
14035,11,1402,2790.5,127.45454545454545
14036,1,268,626.65,268.0
14037,7,563,755.95,80.42857142857143
14038,8,1697,3000.93,212.125
14039,2,192,267.28000000000003,96.0
14040,42,4922,12336.08,117.19047619047619
14041,1,94,141.41,94.0
14042,1,180,431.98,180.0
14043,3,151,299.65,50.333333333333336
14044,11,2099,3060.75,190.8181818181818
14045,19,4119,9334.23,216.78947368421052
14046,1,460,154.99,460.0
14047,19,1528,3881.11,80.42105263157895
14048,4,453,713.89,113.25
14049,18,8425,12848.4,468.05555555555554
14050,2,689,746.36,344.5
14051,42,5653,21441.48,134.5952380952381
14052,2,174,466.66,87.0
14053,4,490,572.3,122.5
14054,1,62,92.46000000000001,62.0
14055,3,720,1520.96,240.0
14056,29,4211,8062.46,145.20689655172413
14057,23,6270,8276.1,272.60869565217394
14058,2,211,469.19,105.5
14059,1,128,183.6,128.0
14060,32,7405,8882.3,231.40625
14061,3,133,917.4300000000001,44.333333333333336
14062,27,12693,25416.28,470.1111111111111
14063,13,3846,-3767.1999999999994,295.84615384615387
14064,21,3382,2967.57,161.04761904761904
14065,4,581,889.37,145.25
14066,1,45,152.55,45.0
14067,2,361,374.7,180.5
14068,5,498,1493.32,99.6
14069,2,58,225.81,29.0
14070,1,85,321.6,85.0
14071,9,899,1306.16,99.88888888888889
14072,1,65,390.85,65.0
14073,2,128,139.54,64.0
14074,1,228,219.4,228.0
14075,6,1494,1734.87,249.0
14076,1,79,118.67,79.0
14077,6,376,615.08,62.666666666666664
14078,9,586,1553.47,65.11111111111111
14079,2,302,618.73,151.0
14080,6,267,1075.73,44.5
14081,16,3361,4747.52,210.0625
14082,2,246,413.36,123.0
14083,11,760,1082.19,69.0909090909091
14084,1,306,150.5,306.0
14085,34,6433,9707.92,189.2058823529412
14086,1,1,39.95,1.0
14087,5,693,786.72,138.6
14088,20,15179,62400.02,758.95
14089,1,133,158.75,133.0
14090,1,72,76.32000000000001,72.0
14091,2,3316,9530.08,1658.0
14092,27,3601,7215.64,133.37037037037038
14093,1,391,433.86,391.0
14094,2,157,310.82,78.5
14095,1,1,2.95,1.0
14096,34,16335,57120.909999999996,480.44117647058823
14097,2,352,422.86,176.0
14098,1,104,147.35,104.0
14099,22,3656,5685.71,166.1818181818182
14100,1,63,191.95,63.0
14101,14,10530,9942.13,752.1428571428571
14102,8,746,1060.33,93.25
14104,5,496,743.53,99.2
14105,9,3483,5703.9800000000005,387.0
14106,1,24,214.8,24.0
14107,13,3481,4853.7,267.7692307692308
14108,5,659,1041.21,131.8
14109,2,56,80.2,28.0
14110,35,5813,12957.6,166.0857142857143
14111,5,457,688.6,91.4
14112,27,3422,5524.51,126.74074074074075
14113,31,3092,6156.75,99.74193548387096
14114,7,650,1364.09,92.85714285714286
14115,2,509,622.67,254.5
14116,5,707,1382.74,141.4
14117,1,72,90.0,72.0
14118,1,97,458.45,97.0
14119,3,175,163.47,58.333333333333336
14120,1,-4,-23.8,-4.0
14121,6,2078,2740.3,346.3333333333333
14122,5,95,309.77,19.0
14123,1,234,436.18,234.0
14124,1,1618,419.58,1618.0
14125,3,1628,2720.63,542.6666666666666
14126,5,837,1109.96,167.4
14127,6,828,1900.0800000000002,138.0
14128,4,811,909.36,202.75
14129,9,1414,2591.34,157.11111111111111
14130,4,1215,1858.77,303.75
14131,1,105,168.22,105.0
14132,12,3366,3580.13,280.5
14133,6,392,895.84,65.33333333333333
14134,15,5814,11123.35,387.6
14135,25,8511,8800.8,340.44
14136,7,1145,1553.96,163.57142857142858
14137,2,400,294.09999999999997,200.0
14138,2,600,965.88,300.0
14139,4,1049,1086.8,262.25
14140,3,809,920.05,269.6666666666667
14141,6,337,879.0300000000001,56.166666666666664
14142,4,512,655.94,128.0
14143,1,30,115.8,30.0
14144,1,12,30.6,12.0
14145,8,1535,7006.05,191.875
14146,13,5229,8208.87,402.2307692307692
14147,12,837,2019.3,69.75
14148,2,223,466.29,111.5
14149,3,129,259.43,43.0
14150,2,496,658.64,248.0
14151,3,404,666.7,134.66666666666666
14152,9,1826,1975.44,202.88888888888889
14153,1,312,233.39999999999998,312.0
14154,10,3204,6263.6,320.4
14155,1,25,118.75,25.0
14156,202,162245,296063.44,803.1930693069307
14157,6,510,946.24,85.0
14158,1,781,507.65999999999997,781.0
14159,25,6295,7494.67,251.8
14160,7,4661,8421.47,665.8571428571429
14161,7,1480,2996.93,211.42857142857142
14162,2,142,289.36,71.0
14163,5,950,2594.62,190.0
14164,2,1033,1631.77,516.5
14165,1,53,120.44,53.0
14166,2,82,251.15,41.0
14167,8,340,1274.29,42.5
14168,3,138,305.9,46.0
14169,2,205,621.51,102.5
14170,3,270,570.18,90.0
14171,2,211,498.79,105.5
14172,4,77,356.27,19.25
14173,7,191,566.95,27.285714285714285
14174,1,94,134.46,94.0
14175,17,2920,7350.4400000000005,171.76470588235293
14176,6,263,753.5600000000001,43.833333333333336
14177,14,1042,2204.74,74.42857142857143
14178,7,1494,1600.26,213.42857142857142
14179,2,319,701.57,159.5
14180,42,833,5909.0,19.833333333333332
14181,2,120,308.35,60.0
14182,5,172,660.07,34.4
14183,2,60,278.34000000000003,30.0
14184,1,127,452.89,127.0
14185,1,6,197.65,6.0
14186,5,1550,1550.63,310.0
14187,1,50,123.5,50.0
14188,10,1145,2018.91,114.5
14189,25,4374,5453.38,174.96
14190,1,2,79.9,2.0
14191,17,3709,4713.41,218.1764705882353
14192,1,218,293.74,218.0
14193,3,653,1210.19,217.66666666666666
14194,54,9927,18442.87,183.83333333333334
14195,10,1844,2381.24,184.4
14196,1,142,335.52,142.0
14197,1,143,390.05,143.0
14198,13,608,1527.58,46.76923076923077
14199,6,230,916.5,38.333333333333336
14200,1,140,379.2,140.0
14201,12,794,1134.14,66.16666666666667
14202,3,166,847.76,55.333333333333336
14203,1,80,339.34,80.0
14204,4,469,1024.83,117.25
14205,12,1235,2146.58,102.91666666666667
14206,5,926,1145.21,185.2
14207,1,36,157.8,36.0
14208,2,529,567.05,264.5
14209,19,1727,4937.37,90.89473684210526
14210,21,2503,5509.37,119.19047619047619
14211,26,2551,4301.6900000000005,98.11538461538461
14212,2,2046,2190.14,1023.0
14213,2,0,0.0,0.0
14214,7,748,1000.23,106.85714285714286
14215,10,2177,3238.53,217.7
14216,6,709,2142.39,118.16666666666667
14217,33,1207,3105.52,36.57575757575758
14218,1,160,169.48000000000002,160.0
14219,3,363,633.83,121.0
14220,4,468,1515.0,117.0
14221,19,3806,6506.59,200.31578947368422
14222,1,607,683.17,607.0
14223,4,583,975.23,145.75
14224,9,826,1841.71,91.77777777777777
14225,5,1154,2009.17,230.8
14226,9,1705,2950.38,189.44444444444446
14227,22,4036,6327.31,183.45454545454547
14228,3,260,745.5,86.66666666666667
14229,11,911,2468.99,82.81818181818181
14230,3,246,979.8000000000001,82.0
14231,6,603,1131.97,100.5
14232,8,1937,2043.93,242.125
14233,10,1226,2766.96,122.6
14234,4,951,754.12,237.75
14235,10,3002,4666.99,300.2
14236,7,772,1543.44,110.28571428571429
14237,3,236,466.04,78.66666666666667
14238,3,189,434.23,63.0
14239,24,1721,4203.72,71.70833333333333
14240,3,655,1247.49,218.33333333333334
14241,2,242,333.7,121.0
14242,2,123,280.55,61.5
14243,23,3610,7152.06,156.95652173913044
14244,2,802,354.82,401.0
14245,5,971,1677.48,194.2
14246,3,804,1474.06,268.0
14247,6,377,750.61,62.833333333333336
14248,3,692,1032.95,230.66666666666666
14249,12,2383,5400.461,198.58333333333334
14250,3,1200,1904.05,400.0
14251,5,1674,2879.7000000000003,334.8
14252,1,111,350.99,111.0
14253,2,88,363.40000000000003,44.0
14254,1,263,601.03,263.0
14255,4,-2,-1441.6,-0.5
14256,9,1138,2384.14,126.44444444444444
14257,10,3327,5942.0,332.7
14258,32,17247,31027.35,538.96875
14259,1,68,120.0,68.0
14260,3,544,824.28,181.33333333333334
14261,2,406,1163.45,203.0
14262,8,1645,2618.23,205.625
14263,1,171,322.93,171.0
14264,8,545,1475.8600000000001,68.125
14265,4,715,1373.35,178.75
14266,1,24,40.56,24.0
14267,9,459,1259.19,51.0
14268,1,147,354.85,147.0
14269,2,114,261.68,57.0
14270,1,197,492.65000000000003,197.0
14271,2,148,214.18,74.0
14272,4,1097,920.81,274.25
14273,4,264,559.97,66.0
14274,1,178,256.6,178.0
14275,6,538,1189.3799999999999,89.66666666666667
14276,13,1344,1929.32,103.38461538461539
14277,14,1883,4296.2699999999995,134.5
14278,1,131,205.83,131.0
14279,2,46,191.86,23.0
14280,1,52,134.04,52.0
14281,1,45,245.15,45.0
14282,26,5162,7245.76,198.53846153846155
14283,4,550,628.44,137.5
14284,4,506,1282.85,126.5
14285,9,953,3158.6400000000003,105.88888888888889
14286,12,8695,8396.7,724.5833333333334
14287,4,236,151.23,59.0
14288,2,187,413.85,93.5
14289,6,292,911.26,48.666666666666664
14290,14,1514,4208.93,108.14285714285714
14291,25,6140,7844.4,245.6
14292,27,3373,8887.9,124.92592592592592
14293,10,1414,2809.41,141.4
14294,1,190,375.34000000000003,190.0
14295,8,1022,2316.06,127.75
14296,3,313,448.45,104.33333333333333
14297,6,861,1284.06,143.5
14298,84,99854,90489.31,1188.7380952380952
14299,41,7961,12607.53,194.17073170731706
14300,1,32,43.2,32.0
14301,7,1673,1956.23,239.0
14302,3,298,742.9000000000001,99.33333333333333
14303,2,218,277.94,109.0
14304,5,687,1523.81,137.4
14305,5,1069,1803.76,213.8
14306,7,2063,3141.5,294.7142857142857
14307,11,2815,4279.97,255.9090909090909
14308,5,-1,-849.45,-0.2
14309,12,2569,3747.96,214.08333333333334
14310,1,230,492.1,230.0
14311,3,214,435.90000000000003,71.33333333333333
14312,11,1904,3090.29,173.0909090909091
14313,1,-1,-302.31,-1.0
14314,3,330,221.89999999999998,110.0
14315,10,1332,3168.7200000000003,133.2
14316,6,4482,1355.34,747.0
14317,1,255,508.58,255.0
14318,1,152,158.02,152.0
14319,2,327,476.95000000000005,163.5
14320,7,626,1204.1200000000001,89.42857142857143
14321,8,3271,2198.58,408.875
14322,6,142,384.3,23.666666666666668
14323,4,340,574.26,85.0
14324,2,402,701.61,201.0
14325,1,320,245.48000000000002,320.0
14326,4,568,923.98,142.0
14327,6,1296,1894.93,216.0
14328,3,-1,-445.06,-0.3333333333333333
14329,28,5879,9695.92,209.96428571428572
14330,1,103,200.63,103.0
14331,2,252,462.66,126.0
14332,5,875,1917.41,175.0
14333,2,52,351.45,26.0
14334,14,2984,4292.9800000000005,213.14285714285714
14335,2,375,454.86,187.5
14336,4,1759,1614.91,439.75
14337,1,-393,-658.63,-393.0
14338,5,616,894.1,123.2
14339,5,438,600.66,87.6
14340,1,58,134.7,58.0
14341,20,2810,4428.17,140.5
14342,9,508,842.74,56.44444444444444
14343,4,626,1079.66,156.5
14344,20,1546,2993.05,77.3
14345,1,50,108.98,50.0
14346,5,1878,2315.75,375.6
14347,1,48,82.60000000000001,48.0
14348,1,183,409.57,183.0
14349,1,86,133.5,86.0
14350,4,526,947.8,131.5
14351,1,12,51.0,12.0
14352,4,538,1078.96,134.5
14353,3,344,376.5,114.66666666666667
14354,2,210,163.62,105.0
14355,3,617,840.0500000000001,205.66666666666666
14356,4,266,666.9399999999999,66.5
14357,1,147,225.12,147.0
14358,3,337,384.3,112.33333333333333
14359,6,363,882.58,60.5
14360,4,1139,2118.03,284.75
14361,1,251,214.71,251.0
14362,1,96,151.5,96.0
14363,2,105,227.47000000000003,52.5
14364,8,1967,3717.35,245.875
14365,2,557,634.68,278.5
14366,1,16,136.0,16.0
14367,19,4398,9134.12,231.47368421052633
14368,1,36,155.0,36.0
14369,2,255,469.13,127.5
14370,9,257,1092.13,28.555555555555557
14371,1,34,100.5,34.0
14372,3,376,830.1800000000001,125.33333333333333
14373,1,17,76.55,17.0
14374,1,20,108.0,20.0
14375,3,647,1106.82,215.66666666666666
14376,1,50,215.46,50.0
14377,2,219,617.05,109.5
14378,1,57,131.25,57.0
14379,4,712,1265.16,178.0
14380,2,0,-99.72999999999999,0.0
14381,2,449,625.94,224.5
14382,3,1666,1187.68,555.3333333333334
14383,3,817,1247.69,272.3333333333333
14384,1,30,58.5,30.0
14385,3,159,202.10999999999999,53.0
14386,1,54,142.4,54.0
14387,3,795,1727.6,265.0
14388,20,4169,6289.95,208.45
14389,11,1333,1821.07,121.18181818181819
14390,18,2817,6079.4800000000005,156.5
14391,1,168,135.6,168.0
14392,1,114,266.4,114.0
14393,1,13,67.95,13.0
14394,1,58,93.8,58.0
14395,24,3866,7754.7300000000005,161.08333333333334
14396,7,959,1969.38,137.0
14397,23,1852,2556.68,80.52173913043478
14398,2,267,707.79,133.5
14399,9,957,2093.21,106.33333333333333
14400,5,1693,1703.0,338.6
14401,25,6379,6703.4,255.16
14402,1,240,285.6,240.0
14403,9,726,1822.76,80.66666666666667
14404,15,1557,2625.13,103.8
14405,1,100,195.0,100.0
14406,1,77,156.75,77.0
14407,9,1412,2111.08,156.88888888888889
14408,11,2438,4102.27,221.63636363636363
14409,10,2161,3276.09,216.1
14410,17,1090,2105.08,64.11764705882354
14411,1,196,1063.0,196.0
14412,4,1426,1417.49,356.5
14413,4,277,764.52,69.25
14414,9,2874,2387.48,319.3333333333333
14415,32,6205,11803.62,193.90625
14416,2,326,490.22,163.0
14417,1,543,524.65,543.0
14418,3,1711,1937.25,570.3333333333334
14419,7,552,1254.64,78.85714285714286
14420,7,1115,1627.72,159.28571428571428
14421,7,1341,2456.62,191.57142857142858
14422,21,6059,10200.92,288.5238095238095
14423,4,418,914.96,104.5
14424,1,48,322.08,48.0
14425,5,319,635.89,63.8
14426,27,6656,11103.97,246.5185185185185
14427,4,538,1263.52,134.5
14428,7,420,1209.37,60.0
14429,1,286,516.28,286.0
14430,5,408,956.4000000000001,81.6
14431,5,1196,2567.1,239.2
14432,6,2013,2248.5,335.5
14433,1,131,280.7,131.0
14434,6,368,1372.8,61.333333333333336
14435,1,282,90.42,282.0
14436,2,297,271.7,148.5
14437,7,413,744.44,59.0
14438,1,82,131.9,82.0
14439,5,2244,9443.04,448.8
14440,15,1595,5870.13,106.33333333333333
14441,19,1242,4370.09,65.36842105263158
14442,12,1420,5272.02,118.33333333333333
14443,8,1350,2063.65,168.75
14444,1,172,120.44,172.0
14445,1,83,221.65,83.0
14446,5,1091,1200.28,218.2
14447,6,913,1711.73,152.16666666666666
14448,2,104,375.35,52.0
14449,8,1604,2230.96,200.5
14450,7,522,1128.44,74.57142857142857
14451,18,1703,3215.5,94.61111111111111
14452,4,285,658.95,71.25
14453,1,49,119.93,49.0
14454,6,396,970.7,66.0
14455,5,669,584.37,133.8
14456,14,2878,3002.51,205.57142857142858
14457,1,88,113.64,88.0
14458,1,317,228.07,317.0
14459,3,2302,5339.1410000000005,767.3333333333334
14460,12,1761,919.6,146.75
14461,14,3003,6661.01,214.5
14462,16,1031,2204.69,64.4375
14463,4,210,786.5699999999999,52.5
14464,2,62,111.0,31.0
14465,11,2539,3925.85,230.8181818181818
14466,13,2507,4267.15,192.84615384615384
14467,12,1187,2203.2400000000002,98.91666666666667
14468,1,164,204.24,164.0
14469,4,973,2093.46,243.25
14470,3,282,712.04,94.0
14471,2,187,400.95,93.5
14472,9,1271,2118.72,141.22222222222223
14473,2,88,234.34,44.0
14474,3,447,1248.94,149.0
14475,7,522,1025.1200000000001,74.57142857142857
14476,1,110,193.0,110.0
14477,10,1115,1960.61,111.5
14478,4,1226,1276.66,306.5
14479,4,562,1124.71,140.5
14480,5,669,1295.27,133.8
14481,6,1567,1908.52,261.1666666666667
14482,14,2783,4141.06,198.78571428571428
14483,3,191,249.20000000000002,63.666666666666664
14484,4,744,1070.98,186.0
14485,1,70,162.8,70.0
14486,2,90,175.5,45.0
14487,8,760,1253.52,95.0
14488,2,793,1047.43,396.5
14489,4,1011,1574.93,252.75
14490,2,933,1273.47,466.5
14491,2,139,340.93,69.5
14492,10,639,1574.3600000000001,63.9
14493,14,3136,4993.76,224.0
14494,3,210,401.46,70.0
14495,4,67,166.3,16.75
14496,10,894,2341.54,89.4
14497,3,330,679.16,110.0
14498,10,2120,3900.83,212.0
14499,10,1222,2083.44,122.2
14500,3,117,356.85,39.0
14501,3,119,190.31,39.666666666666664
14502,14,1465,2310.18,104.64285714285714
14503,6,2004,3543.26,334.0
14504,4,308,673.26,77.0
14505,27,5246,11596.04,194.2962962962963
14506,7,936,2960.25,133.71428571428572
14507,14,1448,3104.8,103.42857142857143
14508,6,334,804.07,55.666666666666664
14509,1,38,110.95,38.0
14510,4,787,964.55,196.75
14511,6,772,1267.41,128.66666666666666
14512,7,736,1215.97,105.14285714285714
14513,7,587,770.9100000000001,83.85714285714286
14514,10,2361,4375.79,236.1
14515,15,1883,3693.7,125.53333333333333
14516,1,63,151.17,63.0
14517,2,91,330.45,45.5
14518,1,278,174.37,278.0
14519,2,81,203.14,40.5
14520,2,146,270.6,73.0
14521,2,203,167.65,101.5
14522,8,956,1748.42,119.5
14523,1,251,241.09,251.0
14524,13,1169,2909.86,89.92307692307692
14525,21,5072,7915.71,241.52380952380952
14526,1,178,258.65,178.0
14527,190,6442,25285.91,33.90526315789474
14528,1,278,364.21999999999997,278.0
14529,3,325,578.61,108.33333333333333
14530,19,2974,5968.62,156.52631578947367
14531,1,260,376.34,260.0
14532,12,1110,3833.03,92.5
14533,15,4783,3185.12,318.8666666666667
14534,38,2685,5702.97,70.65789473684211
14535,11,3188,5815.13,289.8181818181818
14536,1,39,170.95,39.0
14537,3,227,635.45,75.66666666666667
14538,5,284,1370.8400000000001,56.8
14539,2,428,537.48,214.0
14540,12,1593,3699.7400000000002,132.75
14541,14,1123,2491.38,80.21428571428571
14542,1,19,103.25,19.0
14543,50,2050,11905.71,41.0
14544,3,2412,2938.53,804.0
14545,1,236,349.25,236.0
14546,20,2612,4987.97,130.6
14547,9,2629,3953.9500000000003,292.1111111111111
14548,9,986,2541.29,109.55555555555556
14549,4,394,913.6,98.5
14550,4,771,1345.06,192.75
14551,9,475,856.64,52.77777777777778
14552,3,258,507.93,86.0
14553,10,1116,1793.1,111.6
14554,4,1443,2279.4900000000002,360.75
14555,7,839,2294.88,119.85714285714286
14556,3,323,815.69,107.66666666666667
14557,2,0,0.0,0.0
14558,5,158,614.1,31.6
14559,1,72,75.6,72.0
14560,46,4543,6050.44,98.76086956521739
14561,3,1014,1080.76,338.0
14562,30,2422,6308.0,80.73333333333333
14563,2,279,640.54,139.5
14564,5,1284,2519.32,256.8
14565,7,1932,3833.8700000000003,276.0
14566,4,2400,4092.0,600.0
14567,3,410,1524.46,136.66666666666666
14568,2,633,909.5,316.5
14569,4,257,597.33,64.25
14570,3,431,613.75,143.66666666666666
14571,1,56,160.0,56.0
14572,15,2874,5484.9800000000005,191.6
14573,17,677,2113.42,39.8235294117647
14574,1,63,143.70000000000002,63.0
14575,1,163,420.22,163.0
14576,1,12,35.400000000000006,12.0
14577,7,569,1364.15,81.28571428571429
14578,1,240,168.63,240.0
14579,1,56,105.56,56.0
14580,1,3,14.85,3.0
14581,2,304,409.65,152.0
14582,1,73,114.11,73.0
14583,8,1071,1660.29,133.875
14584,9,956,1725.16,106.22222222222223
14585,5,630,1143.27,126.0
14586,3,236,134.16,78.66666666666667
14587,10,747,1577.39,74.7
14588,1,62,135.39,62.0
14589,1,5,39.75,5.0
14590,28,878,2871.04,31.357142857142858
14591,4,1228,1320.21,307.0
14592,3,407,557.94,135.66666666666666
14593,18,1835,3568.69,101.94444444444444
14594,2,183,363.33,91.5
14595,8,1228,2164.45,153.5
14596,1,75,222.22,75.0
14597,6,1436,2184.63,239.33333333333334
14598,3,189,221.97,63.0
14599,2,292,457.89,146.0
14600,2,487,865.17,243.5
14601,1,168,213.96,168.0
14602,1,80,205.35999999999999,80.0
14603,1,400,660.0,400.0
14604,1,88,143.85999999999999,88.0
14605,4,416,921.5600000000001,104.0
14606,259,14884,29197.59,57.46718146718147
14607,27,11456,18371.06,424.2962962962963
14608,12,917,3273.44,76.41666666666667
